,OFFENSE_DESCRIPTION,OCCURRED_ON_DATE,YEAR,MONTH,Lat,Long,newLat,newLon
8129,VERBAL DISPUTE,2018-09-04 17:47:00,2018,9,42.31055866,-71.06826011,31.882409391580445,34.479784178381905
8130,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-09-04 18:47:00,2018,9,42.25497875,-71.12812564,31.02034666774465,34.89537102489303
8131,INVESTIGATE PERSON,2018-09-04 18:07:00,2018,9,42.33426518,-71.09822171,30.660939341274116,34.802496633211156
8132,TOWED MOTOR VEHICLE,2018-09-04 18:20:00,2018,9,42.36303798,-71.05524751,31.39188022160288,34.61249434870798
8133,INVESTIGATE PROPERTY,2018-09-04 14:55:00,2018,9,42.32793203,-71.08222598,31.45356673698131,34.9476905125306
8134,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-04 18:14:00,2018,9,42.31735472,-71.0658297,31.103785595809637,34.766632817497054
8135,FRAUD - IMPERSONATION,2018-09-04 18:37:00,2018,9,42.37864819,-71.03089238,31.341281086472843,34.35061241877183
8136,FRAUD - IMPERSONATION,2018-09-04 18:33:00,2018,9,42.36934788,-71.03298912,30.805201175846815,34.64090898451197
8137,LARCENY SHOPLIFTING,2018-09-04 18:06:00,2018,9,42.35942556,-71.05288819,31.583857054137006,34.86646100639354
8138,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-04 17:40:00,2018,9,42.3367113,-71.07102057,30.662609775267562,34.69147852173954
8139,VANDALISM,2018-09-04 18:17:00,2018,9,42.3523119,-71.0637051,31.705010519361686,34.913233773934515
8140,DRUGS - SALE / MANUFACTURING,2018-09-04 17:53:00,2018,9,42.31485546,-71.0992241,31.92272326897907,34.53893227234149
8141,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-03 14:00:00,2018,9,42.31943966,-71.09467467,31.749997449234897,34.6303954994499
8142,M/V ACCIDENT - PERSONAL INJURY,2018-09-04 17:19:00,2018,9,,,31.174450326416594,34.821217459902044
8143,ROBBERY - STREET,2018-09-04 17:57:00,2018,9,,,31.62626405824644,34.85845634556076
8144,INVESTIGATE PERSON,2018-09-04 18:20:13,2018,9,42.32066534,-71.10004987,31.2273112193197,34.540231016149974
8145,BURGLARY - RESIDENTIAL - NO FORCE,2018-09-04 10:20:00,2018,9,42.3189792,-71.07964653,31.173963287472578,34.37198437045568
8146,MISSING PERSON,2018-09-04 15:05:00,2018,9,42.29742411,-71.07531358,31.954111057074623,34.80725111947775
8147,M/V ACCIDENT - OTHER CITY VEHICLE,2018-09-04 18:11:00,2018,9,42.32224199,-71.08432664,31.4327340262971,34.34454759355661
8148,"DRUGS - POSS CLASS B - COCAINE, ETC.",2018-09-04 17:58:00,2018,9,42.31890235,-71.06337356,31.161566919621148,34.316654299347924
8149,SICK/INJURED/MEDICAL - PERSON,2018-09-04 17:45:00,2018,9,42.3198604,-71.0643412,30.793421869114482,34.410160780772145
8150,FRAUD - FALSE PRETENSE / SCHEME,2018-09-04 18:02:00,2018,9,42.30871575,-71.06039096,31.082219440112908,34.47888668515424
8151,OTHER OFFENSE,2018-09-04 18:01:00,2018,9,42.30559368,-71.05887861,30.882227413287602,34.54807843529544
8152,PROPERTY - FOUND,2018-09-04 18:01:00,2018,9,42.30559368,-71.05887861,31.94350525519887,34.31547088423271
8153,EMBEZZLEMENT,2018-09-04 15:30:00,2018,9,42.35358129,-71.06236665,31.414724058793652,34.4926733194712
8154,LARCENY THEFT FROM BUILDING,2018-09-02 00:00:00,2018,9,42.35969525,-71.05401301,31.696783358146046,34.451670684682625
8155,INVESTIGATE PERSON,2018-09-04 15:25:00,2018,9,42.30986434,-71.06259635,31.696869973653513,34.54707251465847
8156,PROPERTY - LOST,2018-09-03 00:00:00,2018,9,42.36068787,-71.05687293,30.707916369389107,34.506658349917124
8157,ASSAULT - AGGRAVATED - BATTERY,2018-09-04 17:43:00,2018,9,42.30775024,-71.08273084,30.748721517834774,34.85479201018206
8158,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-04 17:45:00,2018,9,42.34185551,-71.05705905,31.139065961772346,34.770766710985946
8159,PROPERTY - MISSING,2018-09-02 23:30:00,2018,9,,,30.82862052870437,34.30401846281777
8160,VANDALISM,2018-09-04 17:23:00,2018,9,42.36454404,-71.05369186,30.931645946821824,34.99288143421394
8161,VIOL. OF RESTRAINING ORDER W ARREST,2018-09-04 17:23:00,2018,9,42.36454404,-71.05369186,31.086594299943698,34.33398699261164
8162,PROPERTY - LOST,2018-09-03 19:00:00,2018,9,42.33331285,-71.07322932,31.98774073085698,34.321796760734586
8163,PROPERTY - LOST,2018-09-03 17:00:00,2018,9,42.35602373,-71.06177615,31.729513333386507,34.40897513182667
8164,LICENSE PREMISE VIOLATION,2018-09-04 17:37:00,2018,9,42.3457335,-71.10008092,31.133879065778117,34.66695151017111
8165,ASSAULT - AGGRAVATED,2018-09-04 16:17:00,2018,9,42.31265126,-71.11414509,31.780295451802523,34.87034486100192
8166,SICK/INJURED/MEDICAL - POLICE,2018-09-04 06:00:00,2018,9,42.25358631,-71.11065723,31.437602059763808,34.977549913512206
8167,MISSING PERSON - LOCATED,2018-08-25 09:00:00,2018,8,42.32643571,-71.10411063,31.43350914358269,34.79743280021775
8168,MISSING PERSON,2018-08-25 09:00:00,2018,8,42.32643571,-71.10411063,30.97007402741931,34.617046777338345
8169,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-04 16:58:00,2018,9,42.23821291,-71.1356714,31.593807800196732,34.30331712266883
8170,ASSAULT SIMPLE - BATTERY,2018-09-04 16:42:00,2018,9,42.30470399,-71.05908258,31.833815579069544,34.743558220288726
8171,PROPERTY - LOST,2018-09-04 14:45:00,2018,9,42.34876087,-71.06408261,30.996478430646526,34.89999575863496
8172,ROBBERY - STREET,2018-09-04 15:27:00,2018,9,42.32667817,-71.0714811,31.03976951819613,34.99800614741385
8173,VANDALISM,2018-09-03 22:49:00,2018,9,42.3736859,-71.03611526,31.076223355507388,34.719650043515266
8174,VANDALISM,2018-09-04 16:18:00,2018,9,42.25096154,-71.13051036,31.502840844851914,34.54440017858447
8175,TOWED MOTOR VEHICLE,2018-09-04 17:12:00,2018,9,42.31283412,-71.08974712,31.441422023497736,34.49457252171772
8176,PROPERTY - MISSING,2018-09-04 17:12:00,2018,9,42.25486799,-71.11394064,31.0958481785013,34.291608710219066
8177,LARCENY SHOPLIFTING,2018-09-04 16:51:00,2018,9,42.34999733,-71.0810344,31.635514435167266,34.92797224561265
8178,GRAFFITI,2018-08-31 19:00:00,2018,8,42.34715987,-71.07026381,30.853563573090188,34.34926991212833
8179,M/V ACCIDENT - PERSONAL INJURY,2018-09-04 16:30:00,2018,9,42.3791237,-71.0280821,31.65985927342151,34.550843700574845
8180,AUTO THEFT,2018-09-03 17:00:00,2018,9,42.29722209,-71.07627914,31.864393855674276,34.45025420070617
8181,DRUGS - SALE / MANUFACTURING,2018-09-04 17:00:00,2018,9,42.349056,-71.1504985,31.35714427544797,34.70402244603517
8182,PROPERTY - LOST,2018-09-04 16:58:21,2018,9,42.3688811,-71.02967006,31.721733834886358,34.96963274944728
8183,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-04 16:50:00,2018,9,42.31200743,-71.0665094,31.728462906260212,34.37752256587986
8184,PROPERTY - LOST,2018-09-04 16:50:14,2018,9,42.31089986,-71.08007661,31.322166627583673,34.5731569169383
8185,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-29 16:10:00,2018,8,42.35204779,-71.13180684,31.903596136339427,34.609398578143576
8186,PROPERTY - LOST,2018-08-16 23:00:00,2018,8,42.33063626,-71.05696207,31.652869805642492,34.84582885571176
8187,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-02 04:30:00,2018,9,42.30878855,-71.09055618,31.918556001376206,34.668462737501436
8188,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,2018-09-04 16:15:00,2018,9,42.34017526,-71.06860354,30.879650488247975,34.47049377092294
8189,INVESTIGATE PERSON,2018-09-04 16:05:00,2018,9,,,31.32318322009122,34.903151177068544
8190,THREATS TO DO BODILY HARM,2018-09-03 06:00:00,2018,9,42.30577465,-71.07948006,31.089390710229747,34.985283678108395
8191,LARCENY THEFT FROM BUILDING,2018-09-03 15:50:00,2018,9,42.35602373,-71.06177615,31.63408157110297,34.92941675001356
8192,M/V ACCIDENT - OTHER CITY VEHICLE,2018-09-04 15:38:00,2018,9,42.32667817,-71.0714811,30.98670718525711,34.94092199893711
8193,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,2018-09-04 15:36:00,2018,9,42.33409703,-71.10226374,31.297973296919764,34.70730471939995
8194,FRAUD - FALSE PRETENSE / SCHEME,2018-08-31 00:00:00,2018,8,42.31141864,-71.0796476,31.94827822916559,34.630436828405905
8195,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-04 15:36:00,2018,9,42.28127579,-71.07095907,31.640913998078485,34.89826890305417
8196,MISSING PERSON,2018-08-28 05:00:00,2018,8,42.27967051,-71.08887826,31.936068460800406,34.84090789099581
8197,MISSING PERSON - LOCATED,2018-08-28 05:00:00,2018,8,42.27967051,-71.08887826,31.27723153629207,34.946439519174554
8198,TOWED MOTOR VEHICLE,2018-09-04 15:13:00,2018,9,42.3465382,-71.09880598,30.66689428823448,34.65834024799303
8199,TOWED MOTOR VEHICLE,2018-09-04 14:31:00,2018,9,42.37628888,-71.03720048,31.261777032260365,34.63644692498525
8200,"FIRE REPORT - HOUSE, BUILDING, ETC.",2018-09-04 15:13:00,2018,9,42.38321306,-71.07814394,31.659801161335295,34.4156709706312
8201,ASSAULT - AGGRAVATED,2018-09-03 20:00:00,2018,9,42.32911999,-71.08083811,31.83051011425981,34.913747643543836
8202,M/V ACCIDENT - PERSONAL INJURY,2018-09-04 14:51:00,2018,9,,,31.690929436707247,34.41531898628602
8203,LARCENY THEFT FROM BUILDING,2018-09-04 09:20:00,2018,9,42.34410718,-71.1018026,30.956906255292328,34.95714753347225
8204,VERBAL DISPUTE,2018-09-04 14:45:00,2018,9,42.28541846,-71.08366378,31.268945327492688,34.910763869373035
8205,VANDALISM,2018-09-04 14:53:00,2018,9,42.30521091,-71.0793013,31.21974801192234,34.62855216334873
8206,LARCENY SHOPLIFTING,2018-09-04 14:35:00,2018,9,42.28187061,-71.08751152,31.377819297275476,34.61851635867444
8207,PROPERTY - MISSING,2018-08-29 10:30:00,2018,8,42.29022562,-71.04129965,31.037663730103542,34.547385549522424
8208,PROPERTY - FOUND,2018-09-04 15:10:00,2018,9,42.33744152,-71.10428096,31.898671712336757,34.402721445367796
8209,THREATS TO DO BODILY HARM,2018-09-04 14:30:00,2018,9,42.34370944,-71.14686231,31.570940814438487,34.62876246911783
8210,LARCENY THEFT FROM BUILDING,2018-09-04 14:00:00,2018,9,42.34095802,-71.06760101,30.71219834210268,34.98815361235456
8211,LARCENY THEFT FROM BUILDING,2018-09-04 01:24:00,2018,9,42.26788791,-71.10067012,31.806716013573006,34.30066740779977
8212,HARASSMENT,2018-09-04 09:45:00,2018,9,42.25188297,-71.11915243,31.583003915617212,34.37459250286951
8213,TOWED MOTOR VEHICLE,2018-09-04 14:02:00,2018,9,42.32469443,-71.10087902,31.33608861667856,34.91557133341645
8214,VANDALISM,2018-09-03 17:30:00,2018,9,42.33903373,-71.07997273,31.90470766958958,34.83013552626976
8215,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-04 14:42:00,2018,9,42.2762545,-71.07957804,30.66760144948211,34.37320444853352
8216,LARCENY SHOPLIFTING,2018-09-04 09:16:00,2018,9,42.36122324,-71.06593235,30.758369516372763,34.61483447868321
8217,VERBAL DISPUTE,2018-09-04 14:04:00,2018,9,42.33248759,-71.08365801,31.491982438503584,34.3366850776132
8218,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-04 12:30:00,2018,9,42.29241702,-71.12352368,30.757301090546896,34.29085798572979
8219,AUTO THEFT,2018-09-04 14:37:00,2018,9,42.35783831,-71.05795495,31.87225906713514,34.751494311872456
8220,INVESTIGATE PERSON,2018-09-04 12:49:00,2018,9,42.35043273,-71.1271048,31.548111118730965,34.50259877610756
8221,SUDDEN DEATH,2018-09-04 12:00:00,2018,9,42.33222689,-71.05199201,31.440850123421626,34.382149866739134
8222,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-04 11:45:00,2018,9,42.28709355,-71.14822128,30.70060746377596,34.7726467824866
8223,ASSAULT SIMPLE - BATTERY,2018-09-04 14:00:00,2018,9,,,31.76562169438591,34.82753762715599
8224,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-04 12:57:00,2018,9,42.37787573,-71.03995208,31.938786129498215,34.44538873378222
8225,LANDLORD - TENANT SERVICE,2018-09-04 13:28:00,2018,9,42.29574022,-71.07322638,30.90425781518962,34.32994479923801
8226,HARASSMENT,2018-09-04 08:45:00,2018,9,42.27076625,-71.10750829,30.63145398200841,34.33302688428136
8227,MISSING PERSON - LOCATED,2018-09-04 12:26:00,2018,9,,,30.915225020287167,34.54318654578447
8228,INVESTIGATE PERSON,2018-09-04 14:09:00,2018,9,42.30526428,-71.06683755,31.279445357434966,34.908945760208596
8229,ASSAULT - AGGRAVATED,2018-08-22 00:00:00,2018,8,42.31736234,-71.07724596,31.833006935290765,34.54021400164551
8230,VANDALISM,2018-08-22 00:00:00,2018,8,42.31736234,-71.07724596,30.61970111750847,34.47532797086676
8231,FRAUD - CREDIT CARD / ATM FRAUD,2018-06-04 00:00:00,2018,6,42.31125758,-71.05708824,31.461500245540634,34.624143269661786
8232,PROPERTY - LOST,2018-08-31 19:00:00,2018,8,42.3420185,-71.08566213,30.824327912445696,34.95672437011175
8233,PROPERTY - LOST,2018-08-01 00:00:00,2018,8,42.28942828,-71.13835951,31.368219741067854,34.51156634148132
8234,INVESTIGATE PROPERTY,2018-09-04 13:59:00,2018,9,42.34326644,-71.09719321,31.2352453397965,34.485981750632874
8235,BURGLARY - COMMERICAL - FORCE,2018-08-31 17:00:00,2018,8,42.32150239,-71.059672,31.746875933790236,34.802709451481604
8236,LARCENY SHOPLIFTING,2018-09-04 13:43:00,2018,9,42.34862382,-71.08277637,31.643011641199912,34.46526445215624
8237,THREATS TO DO BODILY HARM,2018-09-04 11:36:00,2018,9,42.33793018,-71.04947397,31.706407689688746,34.942640356443995
8238,LARCENY ALL OTHERS,2018-08-24 17:00:00,2018,8,42.34136252,-71.06707636,30.981293864325377,34.83870393285124
8239,TOWED MOTOR VEHICLE,2018-09-04 11:26:00,2018,9,42.36406324,-71.05287475,31.884216994919388,34.673244215137025
8240,THREATS TO DO BODILY HARM,2018-08-31 07:00:00,2018,8,42.3285094,-71.08043739,31.21959141779827,34.36229789456697
8241,VANDALISM,2018-09-04 13:27:00,2018,9,42.35500441,-71.06300728,31.964540663232448,34.71279463133019
8242,INVESTIGATE PERSON,2018-09-04 13:14:00,2018,9,42.27932093,-71.13662577,31.60490331503413,34.41961565538276
8243,LARCENY SHOPLIFTING,2018-09-04 12:55:00,2018,9,42.34862382,-71.08277637,31.03677664288856,34.36405319656995
8244,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-04 11:15:00,2018,9,42.28747035,-71.1515984,31.799340717541128,34.41920371224417
8245,FRAUD - CREDIT CARD / ATM FRAUD,2018-04-02 13:44:00,2018,4,42.30748785,-71.06566102,30.87199535984107,34.712482845485965
8246,LARCENY THEFT FROM BUILDING,2018-09-04 12:24:00,2018,9,42.35131763,-71.05838367,31.728510482572418,34.38133134445382
8247,INVESTIGATE PERSON,2016-10-01 00:01:00,2016,10,-1.0,-1.0,30.922698861303754,34.962650876363355
8248,LARCENY ALL OTHERS,2018-08-22 12:30:00,2018,8,42.34570901,-71.03596974,31.14058636324483,34.67200914000506
8249,LARCENY THEFT FROM BUILDING,2018-09-04 13:23:00,2018,9,42.36917081,-71.03970662,31.470659133527185,34.520936825707565
8250,THREATS TO DO BODILY HARM,2018-09-04 12:32:00,2018,9,42.35543089,-71.05767661,31.814067274351142,34.95912894968404
8251,SICK/INJURED/MEDICAL - PERSON,2018-09-04 12:27:00,2018,9,42.34266946,-71.14098779,30.770305103570834,34.66218633429403
8252,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-04 00:00:00,2018,9,,,31.558639630544235,34.81401344664837
8253,ASSAULT SIMPLE - BATTERY,2018-09-04 12:31:00,2018,9,42.3008484,-71.07982055,30.887924905498256,34.65932755079707
8254,HARASSMENT,2017-09-04 11:30:00,2017,9,42.25556687,-71.11243851,31.336698120592125,34.81665774058245
8255,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-04 11:00:00,2018,9,42.32755943,-71.08305748,31.5662932777334,34.749339993073015
8256,LARCENY SHOPLIFTING,2018-09-04 12:30:00,2018,9,42.35657707,-71.14883784,31.026912301834212,34.59893389134802
8257,VAL - VIOLATION OF AUTO LAW - OTHER,2018-09-04 12:23:00,2018,9,,,30.96475247286859,34.931873265071204
8258,VAL - OPERATING AFTER REV/SUSP.,2018-09-04 12:23:00,2018,9,,,31.033563765665686,34.770530842717164
8259,PROPERTY - LOST,2018-09-04 12:58:00,2018,9,42.30812619,-71.07692974,30.829248337978157,34.402559335151345
8260,ASSAULT - AGGRAVATED,2018-09-04 12:58:00,2018,9,42.28079658,-71.09039724,31.427625610878806,34.8810744724094
8261,PROPERTY - LOST,2018-09-03 00:00:00,2018,9,42.34717363,-71.0964439,30.861502191994283,34.40034466716242
8262,LIQUOR - DRINKING IN PUBLIC,2018-09-04 11:28:00,2018,9,,,31.030273041564158,34.65468590353701
8263,SICK/INJURED/MEDICAL - PERSON,2018-09-04 11:56:00,2018,9,42.34767067,-71.07620742,30.795860061534263,34.58102088022455
8264,AUTO THEFT - MOTORCYCLE / SCOOTER,2018-09-04 11:21:00,2018,9,42.33561661,-71.03641895,31.816332347874383,34.836076165502
8265,VERBAL DISPUTE,2018-09-04 11:50:00,2018,9,42.37797555,-71.05690284,31.019568933060487,34.83060450132661
8266,ASSAULT SIMPLE - BATTERY,2018-09-04 11:42:00,2018,9,42.31539445,-71.06860329,30.640436485252998,34.934725363599476
8267,ASSAULT SIMPLE - BATTERY,2018-06-27 07:30:00,2018,6,42.31779354,-71.04210959,31.013627592058103,34.43710959738275
8268,DEATH INVESTIGATION,2018-09-04 11:26:00,2018,9,42.3043395,-71.08477887,31.40968692544907,34.301275016138824
8269,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-03 19:00:00,2018,9,42.28197491,-71.06085599,31.36693522705415,34.41244391850298
8270,INVESTIGATE PERSON,2018-08-31 20:37:00,2018,8,42.29440391,-71.05258972,31.4168733015148,34.86243318234216
8271,VERBAL DISPUTE,2018-09-04 11:20:00,2018,9,42.34376458,-71.08866865,30.71125037307571,34.71655032760851
8272,FRAUD - FALSE PRETENSE / SCHEME,2018-09-04 11:52:00,2018,9,42.33048169,-71.0816673,31.44721604914646,34.72397035738753
8273,TRESPASSING,2018-09-04 11:52:00,2018,9,42.33048169,-71.0816673,30.968818352684846,34.68788119922312
8274,WARRANT ARREST,2018-09-04 11:52:00,2018,9,42.33048169,-71.0816673,31.23346036425475,34.88407476654252
8275,TOWED MOTOR VEHICLE,2018-09-04 11:07:00,2018,9,42.3516395,-71.16203434,31.42930820595494,34.47890999800691
8276,PROPERTY - LOST,2018-09-04 01:30:00,2018,9,42.3418213,-71.14644942,31.3240667171361,34.669115450690896
8277,SICK/INJURED/MEDICAL - PERSON,2018-09-04 11:22:00,2018,9,42.36247993,-71.0617056,31.940357967291963,34.95899261472094
8278,TOWED MOTOR VEHICLE,2018-09-04 11:48:00,2018,9,,,31.983145313357536,34.974981376380086
8279,VAL - VIOLATION OF AUTO LAW - OTHER,2018-09-04 09:45:00,2018,9,42.30364345,-71.07008235,31.206092131478737,34.7326568732788
8280,RECOVERED STOLEN PLATE,2018-09-04 09:45:00,2018,9,42.30364345,-71.07008235,31.650091698727792,34.557416264196185
8281,TOWED MOTOR VEHICLE,2018-09-04 09:45:00,2018,9,42.30364345,-71.07008235,31.9098371290832,34.805401643304734
8282,FRAUD - FALSE PRETENSE / SCHEME,2018-08-27 11:45:00,2018,8,42.29360585,-71.0718865,30.77628254453546,34.640149790444696
8283,"DRUGS - POSS CLASS A - HEROIN, ETC. ",2018-09-04 11:58:00,2018,9,42.33152148,-71.07085307,30.911188859385593,34.366455104295476
8284,TOWED MOTOR VEHICLE,2018-09-04 10:07:00,2018,9,42.34615178,-71.07404347,31.826751614606838,34.74146970897498
8285,TOWED MOTOR VEHICLE,2018-09-04 08:56:00,2018,9,42.34615178,-71.07404347,31.709459147620727,34.81580359264645
8286,LARCENY THEFT OF BICYCLE,2018-09-03 13:00:00,2018,9,42.34280177,-71.1006951,31.791415990336972,34.74221922114406
8287,BURGLARY - OTHER - FORCE,2018-09-01 00:30:00,2018,9,42.3378145,-71.0853955,31.236363579254178,34.440218410783096
8288,TOWED MOTOR VEHICLE,2018-09-04 10:37:00,2018,9,42.36668366,-71.0346961,31.465513756460254,34.44816425598854
8289,LARCENY THEFT OF MV PARTS & ACCESSORIES,2018-08-30 19:30:00,2018,8,42.25768764,-71.1264177,31.35180736314501,34.56945775166944
8290,PROPERTY - LOST,2018-08-31 12:00:00,2018,8,42.36116798,-71.06355607,31.88982208479045,34.79417695064273
8291,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-04 11:28:00,2018,9,42.33237733,-71.08237779,31.431077820376693,34.32799097350975
8292,VANDALISM,2018-09-03 19:00:00,2018,9,42.3423835,-71.079437,31.627535130835188,34.91817934007307
8293,PROPERTY - MISSING,2018-09-02 00:00:00,2018,9,42.28411373,-71.07938717,30.666582344232374,34.86782287441858
8294,SICK/INJURED/MEDICAL - PERSON,2018-09-04 10:37:00,2018,9,42.28863812,-71.06631579,30.832684709513394,34.80218692583444
8295,PROPERTY - LOST,2018-09-01 12:00:00,2018,9,42.36179428,-71.0571127,31.56722077592124,34.51631447804516
8296,SERVICE TO OTHER PD INSIDE OF MA.,2018-09-04 10:40:00,2018,9,42.34666714,-71.09281576,31.083296957173957,34.92934381813263
8297,SICK/INJURED/MEDICAL - PERSON,2018-09-04 10:23:55,2018,9,42.30876959,-71.07460717,30.95760148082252,34.57125788196889
8298,PROPERTY - FOUND,2018-09-04 10:01:00,2018,9,42.32665471,-71.10679596,31.878411543884866,34.73283020938843
8299,THREATS TO DO BODILY HARM,2018-09-01 12:00:00,2018,9,42.30146198,-71.0689596,31.919933504169084,34.701644416108984
8300,AUTO THEFT - MOTORCYCLE / SCOOTER,2018-09-01 15:30:00,2018,9,42.35055412,-71.09056227,31.23529406032545,34.52312741960864
8301,ASSAULT SIMPLE - BATTERY,2018-09-02 19:30:00,2018,9,42.30573977,-71.06762362,31.214134782070587,34.34727878365758
8302,THREATS TO DO BODILY HARM,2018-09-02 19:30:00,2018,9,42.30573977,-71.06762362,30.914159944107727,34.716195977136955
8303,PROPERTY - LOST,2018-06-01 10:39:00,2018,6,-1.0,-1.0,30.900135708004928,34.88909049496631
8304,LARCENY SHOPLIFTING,2018-09-03 21:42:00,2018,9,42.27581799,-71.13991259,30.66832316187698,34.3807864983323
8305,BURGLARY - RESIDENTIAL - FORCE,2018-09-03 22:00:00,2018,9,42.27802186,-71.15314718,31.596265082730056,34.28634896552385
8306,INVESTIGATE PERSON,2018-09-04 10:01:00,2018,9,42.29472426,-71.057981,31.330392606665953,34.68633361126447
8307,VANDALISM,2018-09-03 21:30:00,2018,9,42.3231484,-71.07004417,31.000532936892466,34.38179733127109
8308,VERBAL DISPUTE,2018-09-04 09:45:00,2018,9,42.31332153,-71.07591511,31.720913062935626,34.9347907503883
8309,INVESTIGATE PERSON,2016-08-01 00:00:00,2016,8,42.34153413,-71.08174368,30.75550974018077,34.365213737927235
8310,INVESTIGATE PROPERTY,2018-09-04 00:00:00,2018,9,42.33267994,-71.109579,31.791488423436594,34.75685092022244
8311,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-08-31 21:00:00,2018,8,42.32695551,-71.08948442,31.981989234978958,34.827756451672
8312,ROBBERY - STREET,2018-09-04 09:49:00,2018,9,42.28935481,-71.06767297,31.94930616717147,34.71252884492848
8313,ASSAULT - AGGRAVATED,2018-09-04 09:49:00,2018,9,42.28935481,-71.06767297,31.55721016513128,34.405664807704206
8314,SERVICE TO OTHER PD INSIDE OF MA.,2018-09-04 09:34:00,2018,9,42.36116798,-71.06355607,31.946615860372706,34.43758433966221
8315,TRESPASSING,2018-09-04 07:30:00,2018,9,42.34617634,-71.06471061,31.949171522277254,34.836052977929455
8316,PROPERTY - LOST,2018-08-28 14:00:00,2018,8,42.30238064,-71.0871183,31.01635481127376,34.36383092794673
8317,INVESTIGATE PROPERTY,2018-09-04 09:42:00,2018,9,42.31905213,-71.08411413,30.63056805361906,34.84540048300235
8318,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-03 20:00:00,2018,9,42.30063121,-71.05091541,31.563175394722723,34.425863340627174
8319,VANDALISM,2018-09-04 09:34:00,2018,9,42.28965721,-71.07728118,31.246377337455314,34.95221438085188
8320,PROPERTY - LOST,2018-08-30 15:00:00,2018,8,42.33367922,-71.09187755,30.94429974245351,34.46329570480287
8321,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-04 08:09:00,2018,9,42.2887411,-71.09117797,31.23846936310027,34.63195424839424
8322,TOWED MOTOR VEHICLE,2018-09-04 07:44:00,2018,9,42.34842775,-71.07646876,31.26654372529542,34.85266854494292
8323,M/V ACCIDENT - PERSONAL INJURY,2018-09-04 08:53:00,2018,9,,,31.28698692095561,34.664618910511585
8324,VANDALISM,2018-09-04 08:33:00,2018,9,42.36394509,-71.05942841,31.357445619791736,34.9808182805662
8325,INVESTIGATE PERSON,2018-09-04 08:14:00,2018,9,42.26194848,-71.10971613,30.82876164751773,34.4210356610573
8326,M/V - LEAVING SCENE - PROPERTY DAMAGE,2018-09-03 10:30:00,2018,9,42.30340172,-71.0593763,30.80101577323374,34.85512963991418
8327,ASSAULT SIMPLE - BATTERY,2018-09-04 06:30:00,2018,9,42.33983534,-71.07923847,31.316556110681137,34.477917182408206
8328,ASSAULT - AGGRAVATED - BATTERY,2018-09-04 06:30:00,2018,9,42.33983534,-71.07923847,31.64123973272742,34.43183539918889
8329,ASSAULT SIMPLE - BATTERY,2018-09-04 08:12:00,2018,9,42.26660008,-71.15359963,31.497990384994633,34.980876914075004
8330,ASSAULT - AGGRAVATED,2018-09-04 08:07:00,2018,9,42.27380942,-71.11996035,31.054303328481144,34.6381458623509
8331,THREATS TO DO BODILY HARM,2018-09-04 08:00:00,2018,9,42.32221645,-71.08206723,30.863228770008664,34.56689848414248
8332,AUTO THEFT,2018-09-01 16:00:00,2018,9,42.31203699,-71.11303882,31.6299201909844,34.47615502012757
8333,SICK/INJURED/MEDICAL - PERSON,2018-09-04 06:37:00,2018,9,42.30577465,-71.07948006,31.972761322439215,34.60823665084913
8334,INVESTIGATE PROPERTY,2018-09-04 06:41:00,2018,9,42.29389648,-71.08451577,31.455841438104272,34.745198593079174
8335,VANDALISM,2018-08-31 18:00:00,2018,8,42.27897754,-71.08954272,30.722353513760353,34.60156589955829
8336,TRESPASSING,2018-09-04 05:48:00,2018,9,42.31727185,-71.06218928,31.424096353252995,34.60888128744353
8337,LARCENY THEFT FROM MV - NON-ACCESSORY,2018-09-04 05:53:00,2018,9,42.28699242,-71.09516729,31.038135662361295,34.88619116008846
8338,M/V ACCIDENT - PROPERTY  DAMAGE,2018-09-04 05:35:00,2018,9,42.28264842,-71.07887885,30.930632485124562,34.704869963517176
8339,VANDALISM,2018-09-04 04:52:00,2018,9,42.38783615,-71.01203798,31.008281727411386,34.50627967656262
