,formatted_address,google_place_id,input_string,latitude,longitude
726,Deir Nidham,ChIJE-S_8hwsHRURebE8gN34vi4,דיר ניזאם,32.002823,35.113728
727,Dayr Ghasana,ChIJx8cE9eMuHRURO3M2lzWCmfs,דיר ע'סאנה,32.046374,35.098124
728,Khirbat Qeis,ChIJowidH3koHRURX1hdTbgnSno,ח'ירבת קיס,32.063147,35.177797999999996
729,Halamish,ChIJPdzDEVMpHRURoG2Z1Mfuyeg,חלמיש,32.008313,35.128876
730,Yasuf,ChIJ8UmkH8HYHBURqN9eEbmgM_c,יאסוף,32.109371,35.239715000000004
731,Kaubar,ChIJpTWRStgrHRUR4q6cE4wZQJg,כובר,31.989948,35.158443
732,Kufr al-Dik,ChIJUeFPrqcvHRURAVFUNMekJNA,כפר א דיכ,32.068694,35.080583000000004
733,Kafr Ein,ChIJuW7WViovHRURNDWf0Xeau5I,כפר עין,32.045124,35.123807
734,Kfar Tapuach,ChIJHednJdLYHBURTDueAqfEsys,כפר תפוח,32.117973,35.249829
735,Luban e-Sharkiya,ChIJdX6Q-UPYHBURigHBSyyr9g8,לובאן שרקיה,32.070745,35.242027
736,,,מזאריע א נובאני,,
737,Ma'ale Levona,ChIJmXdh4iLYHBURHYHihkOY0go,מעלה לבונה,32.054435999999995,35.239503000000006
738,Nabi Saleh,ChIJW0c5D7MuHRURIYqOeXMmkfM,נבי סאלח,32.016219,35.12453
739,As-Sawiya,ChIJLcpbd_7YHBURdQKtaFrYtH0,סאוויה,32.085165,35.256761
740,Sinjil,ChIJPVCArH7XHBURZc_V_XEIOYY,סינג'יל,32.033607,35.263935
741,Aboud,ChIJT3XHdtktHRURRV-g79LVPyM,עאבוד,32.016539,35.06880700000001
742,Abwein,ChIJP2vdVTooHRURUHdMKiW3coc,עבווין,32.030795,35.201015000000005
743,Ajul,ChIJWQK7DK0pHRURcPTUbsWj_K8,עג'ול,32.023036,35.180439
744,Birzeit,ChIJV870LBkqHRURtX2cz4hPtyc,עטארה ליד ביר זית,31.975314,35.196042
745,Ateret,ChIJIwHd_JspHRURLKF-LvHSnCE,עטרת,32.001207,35.176982
746,Amuriya,ChIJ5RDzlPknHRURhbBD7QZ3r2E,עמוריה,32.063983,35.210473
747,Bani Zeid al-Sharqiya,ChIJBePpHlkoHRURd_XMwlP-jVI,ערורה,32.040709,35.17387799999999
748,Qarawat Bani Zeid,ChIJn77hnzIvHRURIKZGy12KSPg,קראות בני זיד,32.052539,35.125431
749,Al-Lubban Al-Gharbi,ChIJGV1B-v0xHRURytJTWMTXF3s,א לובאן,32.035776,35.038365
750,Beit Aryeh-Ofarim,ChIJs6g1cRouHRUR3VsB3DaFYIw,בית אריה,32.040059,35.049471999999994
751,Bruchin,ChIJv1kW_28vHRURbhiXgnRs92E,ברוכין,32.082231,35.094113
752,Dayr Balut,ChIJiYm1m88xHRURRFHlK_r1voA,דיר בלוט,32.065033,35.025549
753,Zawiya,ChIJO1mc-OEvHRURU9ftpnr5-Y0,זאוויה,32.094671000000005,35.039276
754,"Ofarim St, Eilat, Israel",ChIJi04_tfhxABURXZgDsV1ZuPY,עופרים,29.558350899999997,34.951575299999995
755,Shuqba,ChIJR92m6H8tHRURKeTZSdv9WT0,שוקבא,31.98908299999999,35.039516
756,Umm Safa,ChIJOUx5oXQpHRURQUHvTDCVSJg,אום ספא,32.008869,35.165696000000004
757,Iskaka,ChIJX9kXi5rYHBURy9o7l7j3pTs,איסכאכא,32.102921,35.224548999999996
758,,,בורהאם,,
759,Bruqin,ChIJceFIkWwvHRURuYo5hJ6Jo_A,בורוקין,32.072613,35.098406
760,Bayt Rima,ChIJWaX9XuouHRURMDODKzbpS70,בית רימא,32.032333,35.103293
761,Jibya,ChIJParbQnspHRUR3TeJJbvt1pI,ג'יביא,31.99713999999999,35.161111
762,"Ahad Ha'Am St 14, Tel Aviv-Yafo, Israel",ChIJZx4mmJxMHRURIGnpTiymfs4,פסגות,32.0634977,34.769441799999996
763,Qibya,ChIJpaU-deoyHRURWLxWw1jzBWg,קיביא,31.97868099999999,35.012721
764,Qalandiya,ChIJSSTiZ3nVAhURKRH4jKrj5n4,קלנדיה,31.861596999999996,35.207914
765,Ras Karkar,ChIJE2hLcccsHRURRqvIjql5oMk,ראס כרכר,31.942694,35.103905
766,Giv'at Ze'ev,ChIJ96gDaVLUAhURaK2OU1S8VJw,ראפאת ליד גבעת זאב,31.861189000000003,35.167252000000005
767,Ramallah,ChIJ0Vgt2kzVAhURdiyLzBdNbb8,רמאללה,31.9037641,35.203418400000004
768,Shabtin,ChIJF3UonW8tHRURxqWBofKoSm0,שבתין,31.974290999999997,35.050558
769,Ein Qiniyye,ChIJnQlh7Pq5HhURKiS1_Ouk9tM,עין קיניא,33.236680199999995,35.731306200000006
770,"Ein Eyov Waterfall, Capernaum, Israel",ChIJXYBjdPYXHBUROensq_4827I,עין איוב,32.872285,35.552439899999996
771,Ein Yabrud,ChIJ45bU2c_VHBURXKr22z3abIo,עין יברוד,31.953259000000003,35.249852000000004
772,Ein Sinya,ChIJ1UYUUAjWHBUR7sXvUXPQJ58,עין סיניא,31.972239000000002,35.227965999999995
773,Ein Arik,ChIJV8D5A7rUAhURg1kGLd_9-sY,עין עריכ,31.907266999999997,35.14305
774,Na'ale,ChIJn8J95BUtHRURkCxuugu1i9E,נעלה,31.962594,35.065976
775,Surda,ChIJKYKoMGMqHRURpIAr4SYoCv8,סורדה,31.941752,35.203179999999996
776,"Hotel, 45 Seventh Street, Garden City, NY 11530, USA",ChIJi6d3FTh9wokRIv4-CPe9zsY,ספא,40.724537,-73.6406037
777,Kokhav Ya'akov,ChIJVRU6sc4qAxURtbZqCA8gr0w,כוכב יעקב,31.880152000000002,35.242773
778,Kafr Ni'ma,ChIJa7KZ_jDTAhUR4Imac41NqKw,כפר ניעמה,31.924437,35.09692500000001
779,Kafr 'Aqab,ChIJ09J1SJkqAxURtkL9iucZsy8,כפר עקב,31.87195629999999,35.226935299999994
780,Mazra'a al-Qibliya,ChIJ5-NzEQsrHRUR_YmGEJu1Ryk,מזרעה אל קיבליה,31.951601,35.150742
781,Nahliel,ChIJf1tnLJIrHRURsCakIwsrhkU,נחליאל,31.973542,35.140431
782,Nili,ChIJH32MiFwtHRURoxS1sBVZ0C4,"ניל""י",31.963415,35.047270000000005
783,Dayr Qadis,ChIJ3W0RTVMtHRURMVTjLJxVh2A,דיר קדיס,31.948562,35.045121
784,Khirbat Ras al-Tira,ChIJL977ORw7HRURd135Pd7hbLA,ח'ירבת א טירה,32.161714,35.010221
785,Kharbatha al-Misbah,ChIJ4yHvVE_SAhUR3zHK9F6177c,ח'ירבת אל מיסבאח,31.885265999999998,35.072072999999996
786,Kharbatha Bani Harith,ChIJx2VQBS4tHRUR0kUiRlLJnlg,ח'ירבתא,31.945399,35.072502
787,Beit Horon,ChIJawlzIIHTAhURdBKcLCKFDhM,טירה ליד בית חורון,31.879890000000003,35.124097
788,Talmon,ChIJ8Utp6F0rHRURUIj--CwvyMY,טלמון,31.93947499999999,35.133131
789,Yabrud,ChIJQxFmIG7WHBURlQeycku4Wqc,יברוד,31.975286999999998,35.243821999999994
790,Jalazone,ChIJMVIYtnUqHRUROy0wQ-oXLxQ,ג'לזון,31.951612,35.212517
791,,,ג'מאלא,,
792,Jifna,ChIJj6pp4ffVHBURsyX5Ul6m8QE,ג'פנא,31.963463,35.215092
793,Giv'at Asaf,ChIJW8W2-xrVHBURx5-AWgl4kVg,גבעת אסף,31.911475,35.250071999999996
794,Dolev,ChIJ86jhQlErHRUR3gkuw3_PY9g,דולב,31.926249,35.133590999999996
795,Dura el-Kari'a,ChIJo7-zKu7VHBURu_3aRPPTMC0,דורא אל קריע,31.958519,35.225893
796,Dayr Ibzi',ChIJvRdXxlDTAhURqWZMiW73wa0,דיר איבזיע,31.916154,35.120532
797,Deir 'Ammar,ChIJBxiSG_QsHRURSIW_ffnoxQQ,דיר עמאר,31.966931,35.099759999999996
798,Baytillu,ChIJL40oim8sHRUR3WlK4HaIvOQ,ביתילו,31.976599,35.114167
799,Baytin,ChIJPSJotQrVHBUR9yucMecxN7s,ביתין,31.926481,35.236911
800,Janiya,ChIJIxsb1aYsHRURS-lip6xoGVY,ג'אניה,31.938419,35.123984
801,"Geva St, Jerusalem, Israel",ChIJ_QcgcCnWAhURdgrVBQP6nv8,ג'בע מצפון לירושלים,31.782108,35.211413
802,Bayt Duqu,ChIJacjACwvUAhUR0gYZsNQDJXM,בית דוקו,31.859416999999997,35.130739
803,Beit Horon,ChIJawlzIIHTAhURdBKcLCKFDhM,בית חורון,31.879890000000003,35.124097
804,Bayt Liqya,ChIJ8WaRdSPSAhURHEaC5ZqajUQ,בית ליקיא,31.869937,35.065202
805,Bayt Sira,ChIJ5ZrnvQzSAhURvvVEET0T7TA,בית סירא,31.88743,35.045320000000004
806,Beit Ur al-Tahta,ChIJHbqtuKrTAhURwLsgyoMTfoA,בית ע'ור א תחתא,31.895181,35.083874
807,Beit Ur al-Fauqa,ChIJ5eueaJ3TAhURrIVNVpAVQkU,בית ע'ור אל פוקא,31.886181,35.114256
808,Beitunia,ChIJueiM4d_UAhURrUMzt8YAvak,ביתוניא,31.889281,35.169813
809,,,אבו שח'ידם,,
810,Al-Bireh,ChIJkS-til3VHBURpJMoXYMfB5Q,אל בירה,31.912563000000002,35.221717
811,Burqa,ChIJY8dheOAdHRURxZ9pHaO4arM,בורקה,32.301365000000004,35.192933000000004
812,Bil'in,ChIJk08uO8XSAhUR7dApWMK9V4E,בילעין,31.92851599999999,35.070954
813,Birzeit,ChIJV870LBkqHRURtX2cz4hPtyc,ביר זית,31.975314,35.196042
814,Beit 'Anan,ChIJ4zp7x-PTAhURgGBMFWNw-mc,בית איענאן,31.851065000000002,35.111719
815,Beit El,ChIJpfssYIXVHBURTn3MbVjJysI,בית אל,31.94159999999999,35.222734
816,Al-Ram,ChIJgzhGeIoqAxUR5YRDPaMDVD0,א ראם,31.849252000000003,35.233489
817,Abu Qash,ChIJz-yetFsqHRURQ_Hjexey9cA,אבו קש,31.950733000000003,35.184719
818,Budrus,ChIJAawMZiozHRURe2Bl8s-ORRc,בודרוס,31.967678000000003,34.993693
819,"Gimzo, Israel",ChIJZUmabI7LAhURxZfVJyCKjeA,גמזו,31.927217,34.941128000000006
820,Hashmona'im,ChIJ2wSxdmnNAhUReLlVw-ZvFC0,חשמונאים,31.93263099999999,35.023269
821,"Kfar Daniel, Israel",ChIJKdy_ZZfLAhUR-KZlPBH6_4k,כפר דניאל,31.933521000000002,34.932306
822,"Kfar Ha-Oranim, Israel",ChIJhx55PX3NAhURQrYgNKEvoKE,כפר הארנים,31.919928000000002,35.036910999999996
823,Kfar Rut,ChIJ8aYWuIHNAhURMUi-v3N2x8A,כפר רות,31.910378,35.035309000000005
824,Lapid,ChIJcXkiX3nNAhURKk2kje1N1IM,לפיד,31.917521999999998,35.032191
825,Mevo Horon,ChIJq9baoCHOAhURKTf6CT5L-Yk,מבוא חורון,31.849597999999997,35.034977000000005
826,"Mevo Modi'im, Israel",ChIJe6gFn_vMAhURVOVD2cutugQ,מבוא מודיעים,31.933851,34.98799899999999
827,"Modi'in-Maccabim-Re'ut, Israel",ChIJNZp8usTNAhURAzIT5b9sX68,מודיעין מכבים רעות,31.890266999999998,35.010397
828,Modi'in Ilit,ChIJXaX1D6HSAhURtQvB7jEn2ZY,מודיעין עילית,31.932477000000002,35.042265
829,al-Midya,ChIJZcrjHhrNAhURDu20BheKvnc,מידיה,31.936093,35.004574
830,,,מתתיהו,,
831,"Nof Ayalon, Israel",ChIJTXHKeonOAhURJFMFXgzqi98,נוף איילון,31.871215000000003,34.991321
832,Ni'lin,ChIJqUUuukjNAhURGv90a_gvYE8,ניעלין,31.946842999999998,35.021460999999995
833,"Shilat, Israel",ChIJlTsCBQvNAhURb8UrDD4WxVg,שילת,31.921173,35.014571999999994
834,"Sha'alvim, Israel",ChIJ5VxMeI3OAhURhoY9A3pOhlQ,שעלבים,31.870234999999997,34.984303999999995
835,"Rakhma, Yeruham, Israel",ChIJTTOhKFM_AhURQbu0tK4ks48,רח'מה,31.010452,34.949988
836,,,אל מחד'י צפונית לדימונה,,
837,"El-Ghul (North to Dimona), Israel",ChIJf4UEAshFAhURuaeTsj5pDVo,אל ע'ול צפונית לדימונה,31.100949,35.005401
838,"El-Amrani (South West to Dimona), Israel",ChIJPSc_C1NGAhURmJJWnlqaHfE,אל עמראני דרום מערב לדימונה,31.044195000000002,35.001706
839,"Dimona, Israel",ChIJU_6mLAFGAhUR0RKnIKBwupY,דימונה,31.069419,35.033363
840,"Hawashla, Israel",ChIJawQpxSZEAhURZelnRHrNAX4,הוואשלה,31.09222699999999,34.979069
841,"Yeruham, Israel",ChIJAa6V6yE_AhURjyBESg85Ogk,ירוחם,30.987803999999997,34.929741
842,"Qasr al-Sir, Israel",ChIJFcu18ptGAhURbXPl5Dc7eas,קסר א סיר,31.083329,34.979579
843,"Qarnab Abu Silb, Dimona, Israel",ChIJTx-NbohIAhURJ_arsuzDD4E,קרנב אבו סלב,31.028376,35.050723
844,Israel,ChIJuREBlhg6AhUR3Lk-zfFF5lU,אורון,30.910142999999998,35.017804
845,"El Abid, Israel",ChIJ_V-H009WAhURCByrgPEsGd4,אל עביד,31.265044,35.091313
846,"El-Qur'an B, Israel",ChIJEd4js8FWAhURebKqvnm_OZQ,אל קורעאן ב,31.229640000000003,35.10205
847,"El-Qureishi, Israel",ChIJNWwCmE5WAhURwfZYLMwFIWU,אל קרישי,31.269167,35.089046999999994
848,"El-Qar'an (South to Arad), Arad, Israel",ChIJuT-QXR1VAhURRuduj4_BAQM,אל קרעאן,31.226467,35.183196
849,"El-Qar'an (South to Arad), Arad, Israel",ChIJuT-QXR1VAhURRuduj4_BAQM,אל קרעאן דרומית לערד,31.226467,35.183196
850,,,אל קשכר,,
851,"Janabib, Israel",ChIJC2FTVh5WAhURW5MZhquZ_wA,ג'נאביב,31.287156,35.108132
852,"Drijat, Israel",ChIJf9dHKHn4AhURxI0O69iCF-g,דריג'את,31.301885,35.076793
853,"Zabarga, Israel",ChIJAy53uf5ZAhUR7Y4sNjHRXvw,זבארגה,31.236449,35.03419
854,"Kukhleh, Israel",ChIJ6wjNQI1XAhURC7oBDwD5eMY,כוחלה,31.287112,35.048572
855,"Kuseife, Israel",ChIJ-b7RcP1WAhURDLNMw_Fe-u4,כסיפה,31.249246000000003,35.083681
856,"Makhul, Israel",ChIJMRceP85XAhURUS83FEuzqnw,מכחול,31.288515000000004,35.075736
857,"Nasasra, Israel",ChIJJyzsE-RZAhURkd1DhmqPhbY,נצאצרה,31.247033000000002,35.032332000000004
858,"Arad, Israel",ChIJC-qoAAIAAxURl8EhejtlMgI,ערד,31.261446999999997,35.214862
859,"Ar'arat an-Naqab, Israel",ChIJTw6yM7RaAhURmt2nklYVmCM,ערערה בנגב,31.160927,35.019757
860,"Kabu'a, Israel",ChIJaSfgSi1VAhURdY6VrTWrSLo,קבועה,31.225087,35.214754
861,"Qudeirat As Sani, Israel",ChIJSWfgzaH4AhURLTUdkTzSuho,קודייראת א צאנה,31.293107,35.10564
862,"Qishkar Nabari, Israel",ChIJd9YFSrD4AhURra9mBI9yzmc,קשכר נבארי,31.297625,35.118316
863,"E-Dahabshe, Arad, Israel",ChIJKyraPzhUAhURff2G6w9BWy0,א דהאבשה,31.226043,35.147482000000004
864,"Abu Joda, Israel",ChIJR1igRJFWAhURKX-QNG-wgg8,אבו ג'ודה,31.234447999999997,35.111137
865,"Abu Jwei'ad, Israel",ChIJ1zOuDvhQAhURjrLJ3n1EoN0,אבו ג'ווייעד,31.180663,35.072843
866,"Abu Qrenat, Israel",ChIJY5T6RwdEAhUR44dPic58ioU,אבו קרינאת,31.103115000000003,34.952003000000005
867,"Abu Qreinat (West to Kseifa), Israel",ChIJ59QdKdJZAhURtbodgkpjbKM,אבו קרינאת מערבית לכסיפה,31.268995,35.03005
868,"Abu Rbei'a, Kseifa, Israel",ChIJt1o8AzdXAhURGF-oU9KnhhM,אבו רביעה,31.230811,35.064209000000005
869,"Abu Rbei'a (North to Kseifa), Israel",ChIJjwPHHohXAhURaq9PQwkE1YI,אבו רביעה צפונית לכסיפה,31.282016,35.039105
870,"El-Jwini, Israel",ChIJB4H1zrRWAhURUjG9ZC4ham8,אל ג'וויני,31.209706,35.108483
871,"El-Ghanami, Israel",ChIJ4aCIYtJWAhURlTxBgUFMboQ,אל ג'נאמי,31.216664,35.093022999999995
872,"Azazme (South to Ramat Khovav), Israel",ChIJZ10VOlxqAhURJ2Tjf_PFQSY,עזאזמה דרומית לרמת חובב,31.098688,34.836807
873,"Azazme (South to Segev Shalom), Israel",ChIJg5sPw6BpAhUR96-Ek4eRqmU,עזאזמה דרומית לשגב שלום,31.16215,34.820190999999994
874,"Azazme (East to Ramat Khovav), Israel",ChIJb0mx3NJrAhURNqkYp742DOk,עזאזמה מזרחית לרמת חובב,31.13089,34.817161
875,"Ramat Hovav, Israel",ChIJzYqA0ehrAhURa9_J8TSkY1Q,רמת חובב,31.135,34.791
876,"Tirabin al-Sana, Israel",ChIJnd_c7qJjAhURfwMDygo5orU,תראבין א צאנה שבט,31.345481,34.739126
877,"Abu Afash, Israel",ChIJ09Jx7nJpAhURIrbrUMy9TuA,אבו עפאש,31.15986,34.808983000000005
878,"El-Jarjawi, Israel",ChIJ0U4WwIJpAhUR1DCtEw91lec,אל ג'רג'אווי,31.147081,34.819719
879,"El-Walidi, Israel",ChIJfeOwTgBpAhUR4x7fFwqYcwY,אל ולידי,31.177992,34.815901000000004
880,"El-Kilab, Israel",ChIJ7WM-RW1qAhURJFGA0RJA3U4,אל כלאב,31.107915000000002,34.850613
881,,,עזאזמה,,
882,"E-Danfiri, Israel",ChIJ3cw1ys1rAhURKU-AcrGDa-o,א דנפירי,31.1277,34.813964
883,Odem,ChIJbfnEO5uwHhURBbuloARYbWE,אודם,33.1933716,35.7495651
884,El-Rum,ChIJD5Tm5fawHhURkzn1D7GP1GA,אל רום,33.180519,35.770095
885,Buq'ata,ChIJUfaP-dmwHhURukOYoO-9fPQ,בוקעתא,33.2026572,35.7767723
886,Majdal Shams,ChIJ0TDKCrq3HhURjbTrrga6zNY,מג'דל שמס,33.2690961,35.772121999999996
887,Mas'ada,ChIJZ7HJ8EW3HhUR_ArPd0Xi-7U,מסעדה,33.2321159,35.755599100000005
888,Neve Ativ,ChIJkb-7idW5HhURRgWJfvEv91M,"נווה אטי""ב",33.26202,35.740574
889,,,נמרוד,,
890,Ein Qiniyye,ChIJnQlh7Pq5HhURKiS1_Ouk9tM,עין קנייא,33.236680199999995,35.731306200000006
891,Geva Binyamin,ChIJy1WRMhErAxURKHK0q4S9aUg,גבע בנימין,31.849999,35.273853
892,Vered Yeriho,ChIJAb-d0SrNHBUR_W6WN8jlNkI,ורד יריחו,31.826192,35.432139
893,Jericho,ChIJZ4X_5mHMHBURu2hWaKQoFIE,יריחו,31.8611058,35.4617583
894,Kohav HaShahar,ChIJq8qlSqbRHBUR4_RK1ynmWn8,כוכב השחר,31.960264000000002,35.349421
895,Kfar Adumim,ChIJpx4gP-UsAxURYJWM62guSYQ,כפר אדומים,31.827215999999996,35.337189
896,Mevo'ot Yericho,ChIJcQkhKd_NHBURBdnLAzJiDe8,מבואות יריחו,31.9074488,35.41555379999999
897,Ma'ale Michmash,ChIJAW4VG1nTHBURzHAo8ai6nLI,מעלה מכמש,31.879131,35.305902
898,Mitzpe Yeriho,ChIJ5yq5L58yAxURLJbFHIRR9ls,מצפה יריחו,31.815688,35.395409
899,,,נועימה,,
900,,,נועימה מחנה פליטים,,
901,,,"נח""ל אלישע",,
902,Ein Al Sultan,ChIJySvEmUfMHBURE1A-Dd7RWcE,עין א סולטאן מחנה פליטים,31.879547,35.447437
903,Almon,ChIJX2xaLnkrAxURHqizy2xKCK0,עלמון,31.832068,35.296764
904,Aqabat Jabr,ChIJY48gBujMHBURkrsN0evOjqY,עקאבת ג'בר מחנה פליטים,31.842048,35.445564000000005
905,Kalya,ChIJ3xs1DO4zAxURAzylOPht7v4,קליה,31.749896000000003,35.466131
906,Rimonim,ChIJw9eR5X3RHBURWdwSyIN4PVw,רימונים,31.93538199999999,35.340494
907,Alon,ChIJowGVSiItAxUR3dloBHp4kDA,אלון,31.833353999999996,35.353557
908,Almog,ChIJyyj7nm4zAxUREQgH4dVXbTA,אלמוג,31.790034000000002,35.461968
909,Beit HaArava,ChIJlVvBxlUzAxURPpUu7m-H2iw,בית הערבה,31.807762,35.476411
910,"Midreshet Ben-Gurion, Israel",ChIJbR5gcWYZAhURjaw3MJRQpQw,מדרשת בן גוריון,30.852296999999997,34.7834
911,"Mitzpe Ramon, Israel",ChIJA1MzKVHxARURoVRS2F1FZWY,מצפה רמון,30.610203000000002,34.801898
912,"Merhav Am, Israel",ChIJna9yai8YAhURZ8eit4kWyHw,מרחב עם,30.888021999999996,34.828175
913,"Sde Boker, Israel",ChIJ4f76tZkZAhURVu7GBXpk4og,שדה בוקר,30.873611,34.793098
914,"Hazeva, Israel",ChIJ6ZtnApPNAxURKCSCuJ3urms,שלווה במדבר,30.7679651,35.27719620000001
915,"Eliakim, Israel",ChIJf1brbOmoHRURogTcrLxpxiI,אליקים,32.633345,35.067613
916,"Jo'ara, Israel",ChIJjV9tzJ6pHRURIVjEZRVfFPI,ג'ועארה,32.599065,35.10861
917,,,גלעד,,
918,"Dalia, Israel",ChIJ-16PrDaoHRURFvjY-Ocuh5c,דליה,32.58925,35.076965
919,"HaZore'a, Israel",ChIJ4T0GL6yuHRURASwrwnzfygo,הזורע,32.644515999999996,35.11918
920,"Yokne'am Moshava, Israel",ChIJBYn5WbuuHRURDW560vK5BYo,יוקנעם,32.655859,35.115152
921,"Yokne'am Illit, Israel",ChIJJ15qpsCuHRURMc9oKvAWfIM,יוקנעם עילית,32.660225,35.104606
922,"Megiddo, Israel",ChIJ88J_5fyqHRURyoHcLLvMOpU,מגידו,32.577899,35.179972
923,"Midrakh Oz, Israel",ChIJoxsHu7GrHRURsH3ZL-BHr6c,מדרך עוז,32.59464800000001,35.157976
924,"Mishmar HaEmek, Israel",ChIJwbOGzcOrHRURF51x9xx7BFk,משמר העמק,32.610063000000004,35.14267299999999
925,"Ein HaEmek, Israel",ChIJmX1zLeCoHRURB98FfU_MqG4,עין העמק,32.629664,35.082246000000005
926,"Ein HaShofet, Israel",ChIJjc5ZSaOpHRURYwmFw26PGU4,עין השופט,32.596810999999995,35.100445
927,Plain of Manasseh,ChIJwVaYMySqHRUR36vtW2snxSc,רמות מנשה,32.583333,35.133333
928,"Ramat HaShofet, Israel",ChIJdx3YCwipHRURdAtj5VUy8OI,רמת השופט,32.609356,35.094079
929,"Dorot, Israel",ChIJm2f_FnyGAhURMR3aoqegjFg,דורות,31.507207,34.645725
930,"Havat Shikmim, Israel",ChIJjYq-cISGAhURwcLwO2UrRHc,חוות שיקמים,31.511275,34.633864
931,"Kibbutz Ruhama, Israel",ChIJtSL_VEqPAhURhRImahCn-ig,רוחמה,31.497378,34.705165
932,"Betzet, Israel",ChIJNQBeqSzSHRURKbk7tTw818c,בצת,33.070046999999995,35.132636
933,"Rosh HaNikra, Israel",ChIJR_MALHDRHRUR59u0L42HvFw,כפר ראש הנקרה,33.086090000000006,35.113455
934,"Liman, Israel",ChIJe7kgFZPRHRURKgwXH1sqsY4,לימן,33.058732,35.111815
935,"Matzuva, Israel",ChIJTVgbuEzSHRURiTjvhvVhaXM,מצובה,33.062312,35.155705
936,"Shlomi, Israel",ChIJJf92CcnTHRURXLU-ncynyNQ,שלומי,33.072609,35.145945000000005
937,"Gesher HaZiv, Israel",ChIJp_vZ1OPRHRUR4t_iBBjYCT0,גשר הזיו,33.040532,35.110563
938,"Nahariyya, Israel",ChIJmawNCR_OHRURFuSwZk6erUw,נהריה,33.0085361,35.098051399999996
939,"Sa'ar, Israel",ChIJRfa74RnOHRURGqSDG3b-zkQ,סער,33.028689,35.109232
940,"Evron, Israel",ChIJKU8H5u3OHRUR5d_ySs3cUB8,עברון,32.991149,35.100031
941,"Shavei Tzion, Israel",ChIJ-RrOp9jOHRURQfSgkzq-OhQ,שבי ציון,32.982079,35.083005
942,"Ben Ami, Israel",ChIJ9XEhRXfOHRURmxPqwd0hbts,בן עמי,33.005369,35.122218
943,"Kabri, Israel",ChIJgXBeZPPNHRURX5EfyWyw5AI,כברי,33.020984999999996,35.147007
944,"Mikhmoret, Israel",ChIJae99zlATHRURRQZECm3WqaY,מכמורת,32.406504,34.871551000000004
945,"Ne'urim, Rishon LeTsiyon, Israel",ChIJgw7dtlO0AhUR1NLoy88aqdo,נעורים,31.9739,34.814382
946,"Ein HaHoresh, Israel",ChIJWcNec_oTHRURrcBKBmUEm8Y,עין החורש,32.385871,34.939994
947,Israel,ChIJ_4rhMJQPHRUR_J_KB5O6WGg,גבעת חביבה,32.457665000000006,35.020061
948,"Gan Shmuel, Israel",ChIJZzmMxwESHRURs6P6Ak-3mCg,גן שמואל,32.452911,34.949311
949,"Maor, Israel",ChIJq2EDhzAQHRURAnXqX0Rth6Y,מאור,32.425832,35.005289000000005
950,"Ma'anit, Israel",ChIJAYcsx5EPHRUR18XZLrMzGZc,מענית,32.457992,35.026573
951,"Sde Yitzhak, Israel",ChIJtQMo-aoRHRUR41YbJIpbY-M,שדה יצחק,32.404959000000005,34.992168
952,"כביש 6403, שער מנשה, Israel",ChIJUcjTqMEPHRURv_3QcIeHELc,שער מנשה,32.4438777,35.0109759
953,"Talmei Elazar, Israel",ChIJGX0Pm98RHRURo2glNFSmcgE,תלמי אלעזר,32.447228,34.974990999999996
954,"Kfar Haroeh, Israel",ChIJfcfs3oATHRUR1Xjyio_F7Ck,"כפר הרא""ה",32.391037,34.910917
955,"Kfar Vitkin, Israel",ChIJkcIZcbgUHRURXBVrN4lnHqg,כפר ויתקין,32.380541,34.875308000000004
956,"Mevo'ot Yam, Israel",ChIJ4ThqFKoUHRURtrY-t1-meXM,מבואות ים,32.401697,34.866797
957,"Yanuv, Israel",ChIJ-fJcFwgWHRUR0g3Rof9e8mg,ינוב,32.307431,34.951384000000004
958,"Kfar Yona, Israel",ChIJD17g5OsVHRURwv7p-J62EKE,כפר יונה,32.317719,34.933615
959,"Kfar Monash, Israel",ChIJMVxObK0VHRUR-l8f6y9nQNI,כפר מונש,32.345607,34.916426
960,"Nitzanei Oz, Israel",ChIJH7xp3rAXHRURqVIdwZAltBg,ניצני עוז,32.306084000000006,35.003278
961,"Olesh, Israel",ChIJBVcNQfoWHRURIsBlExifwVY,עולש,32.331969,34.985321000000006
962,"Tnuvot, Israel",ChIJMzkDzxEWHRURSgDt-l7Xww8,תנובות,32.305863,34.962586
963,"Elyakhin, Israel",ChIJSd3a6L4THRURnkR_mKPNhy4,אליכין,32.407659,34.925028000000005
964,"Elyashiv, Israel",ChIJQyLF3HwUHRURKHFWOIU0frA,אלישיב,32.380196000000005,34.909945
965,"Beit Hazon, Israel",ChIJk72cuXgUHRURU8-F21lM-Pw,בית חזון,32.387178000000006,34.91291
966,"Beit Herut, Israel",ChIJe6NbA8YUHRURHmENZqKGSQs,בית חרות,32.376222999999996,34.873765
967,"Beit Yanai, Israel",ChIJw-UQ3MoUHRURpP40FsLB4kc,בית ינאי,32.381729,34.863507
968,"Geulei Teiman, Israel",ChIJ9VA9AIIUHRURmcOo1b8ruY0,גאולי תימן,32.391837,34.900989
969,"Givat Haim, Israel",ChIJI5uO9esTHRURp_dzMmGO7WU,גבעת חיים איחוד,32.396745,34.932978000000006
970,"Givat Haim, Israel",ChIJ4QDkuvITHRURb4NvO_HBPnk,גבעת חיים מאוחד,32.392148,34.929446999999996
